Title,Description,Source,Date,URL,Topic,full_text,cleaned_text,processed_text,vader_label,vader_score,sentiment_label,ml_trained,sentiment_score
Who Will Attend Skift India Intelligence Summit — and How It Works,"A closed-door gathering of senior travel leaders will examine the forces reshaping India’s travel economy, from outbound demand and geopolitics to industry restructuring and the country’s long-term inbound opportunity.",Skift,"13 Mar 2026, 13:06",https://skift.com/2026/03/13/who-will-attend-skift-india-intelligence-summit/,technology,"Who Will Attend Skift India Intelligence Summit — and How It Works A closed-door gathering of senior travel leaders will examine the forces reshaping India’s travel economy, from outbound demand and geopolitics to industry restructuring and the country’s long-term inbound opportunity.",attend skift india intelligence summit works closed door gathering senior travel leaders examine forces reshaping india travel economy outbound demand geopolitics industry restructuring country long term inbound opportunity,attend skift india intelligence summit works closed door gathering senior travel leaders examine forces reshaping india travel economy outbound demand geopolitics industry restructuring country long term inbound opportunity,Positive,0.6597,Negative,True,-0.07500000000000001
Mitel Receives 2025 Enterprise Collaboration Product of the Year Award from TMCnet,"Mitel CX recognized for innovation in AI-assisted customer experience OTTAWA, Ontario — Mitel, a global leader in business communications, today announced that TMC, a global, integrated media company, has awarded Mitel CX as a 2025 Enterprise Collaboration Pr…",Financial Post,"13 Mar 2026, 13:05",https://financialpost.com/pmn/business-wire-news-releases-pmn/mitel-receives-2025-enterprise-collaboration-product-of-the-year-award-from-tmcnet,technology,"Mitel Receives 2025 Enterprise Collaboration Product of the Year Award from TMCnet Mitel CX recognized for innovation in AI-assisted customer experience OTTAWA, Ontario — Mitel, a global leader in business communications, today announced that TMC, a global, integrated media company, has awarded Mitel CX as a 2025 Enterprise Collaboration Pr…",mitel receives enterprise collaboration product year award tmcnet mitel recognized innovation assisted customer experience ottawa ontario mitel global leader business communications today announced tmc global integrated media company awarded mitel enterprise collaboration,mitel receives enterprise collaboration product year award tmcnet mitel recognized innovation assisted customer experience ottawa ontario mitel global leader business communications today announced tmc global integrated media company awarded mitel enterprise collaboration,Positive,0.8316,Neutral,True,0.0
Why right now is the best time ever to work in software,AI isn’t the end of software; it’s the beginning of a new era.,Fortune,"13 Mar 2026, 13:05",https://fortune.com/2026/03/13/best-time-work-software-ai-renaissance/,technology,Why right now is the best time ever to work in software AI isn’t the end of software; it’s the beginning of a new era.,right best time ever work software end software beginning new era,right best time ever work software end software beginning new era,Positive,0.6369,Positive,True,0.47402597402597396
Backblaze Partners with StorageReview to Make Record 314 Trillion Digits of Pi Widely Available,"SAN MATEO, Calif. — Backblaze, Inc. (Nasdaq: BLZE), the high-performance cloud storage platform for the AI era, today announced a partnership with StorageReview to make StorageReview’s record-breaking 314 trillion digits of pi available to the pi enthusiasts …",Financial Post,"13 Mar 2026, 13:04",https://financialpost.com/pmn/business-wire-news-releases-pmn/backblaze-partners-with-storagereview-to-make-record-314-trillion-digits-of-pi-widely-available,technology,"Backblaze Partners with StorageReview to Make Record 314 Trillion Digits of Pi Widely Available SAN MATEO, Calif. — Backblaze, Inc. (Nasdaq: BLZE), the high-performance cloud storage platform for the AI era, today announced a partnership with StorageReview to make StorageReview’s record-breaking 314 trillion digits of pi available to the pi enthusiasts …",backblaze partners storagereview make record trillion digits widely available san mateo calif backblaze inc nasdaq blze high performance cloud storage platform era today announced partnership storagereview make storagereview record breaking trillion digits available enthusiasts,backblaze partners storagereview make record trillion digits widely available san mateo calif backblaze inc nasdaq blze high performance cloud storage platform era today announced partnership storagereview make storagereview record breaking trillion digits available enthusiasts,Positive,0.34,Positive,True,0.32
US Accuses Allies & China of Economic ‘Overcapacity’ to Justify New Trade Barriers — Expert,"On March 12, the US launched two trade investigations against 16 major trade partners, including China and the EU. The US president was authorized to take any actions to combat ""unfair trade"" practices.",Sputnikglobe.com,"13 Mar 2026, 13:02",https://sputnikglobe.com/20260313/us-accuses-allies--china-of-economic-overcapacity-to-justify-new-trade-barriers--expert-1123820414.html,technology,"US Accuses Allies & China of Economic ‘Overcapacity’ to Justify New Trade Barriers — Expert On March 12, the US launched two trade investigations against 16 major trade partners, including China and the EU. The US president was authorized to take any actions to combat ""unfair trade"" practices.",accuses allies china economic overcapacity justify new trade barriers expert march launched two trade investigations major trade partners including china president authorized take actions combat unfair trade practices,accuses allies china economic overcapacity justify new trade barriers expert march launched two trade investigations major trade partners including china president authorized take actions combat unfair trade practices,Negative,-0.7506,Neutral,True,-0.02528409090909091
Raquel Urtasun on Level-4 Autonomous Trucks,"Raquel Urtasun has spent 16 years in the self-driving space, long enough to navigate every metaphorical glorious hill and plunging valley. She took the trip from the early “pipe dream” dismissals, to the “we’re this close” certainty, and back again.The indust…",Ieee.org,"13 Mar 2026, 13:01",https://spectrum.ieee.org/level-4-autonomous-trucks,technology,"Raquel Urtasun on Level-4 Autonomous Trucks Raquel Urtasun has spent 16 years in the self-driving space, long enough to navigate every metaphorical glorious hill and plunging valley. She took the trip from the early “pipe dream” dismissals, to the “we’re this close” certainty, and back again.The indust…",raquel urtasun level autonomous trucks raquel urtasun spent years self driving space long enough navigate every metaphorical glorious hill plunging valley took trip early pipe dream dismissals close certainty back indust,raquel urtasun level autonomous trucks raquel urtasun spent years self driving space long enough navigate every metaphorical glorious hill plunging valley took trip early pipe dream dismissals close certainty back indust,Positive,0.802,Positive,True,0.05000000000000001
Nine Claims Trends to Watch Through the Rest of 2026,"Catastrophe, resilience, automation, digital transformation, personalization of the claims experience, talent strategies, operational flexibility—there are a mouthful of trends to talk about in the still-young year. A new report from Crawford & Company foreca…",Claims Journal,"13 Mar 2026, 13:00",https://www.claimsjournal.com/news/national/2026/03/09/336163.htm,technology,"Nine Claims Trends to Watch Through the Rest of 2026 Catastrophe, resilience, automation, digital transformation, personalization of the claims experience, talent strategies, operational flexibility—there are a mouthful of trends to talk about in the still-young year. A new report from Crawford & Company foreca…",nine claims trends watch rest catastrophe resilience automation digital transformation personalization claims experience talent strategies operational flexibility mouthful trends talk still young year new report crawford company foreca,nine claims trends watch rest catastrophe resilience automation digital transformation personalization claims experience talent strategies operational flexibility mouthful trends talk still young year new report crawford company foreca,Negative,-0.0516,Positive,True,0.07878787878787878
"Blush, Citrus, and Indigo: How Apple made its colorful MacBook Neolaptop feel like a Pro","The MacBook Neo, priced at $600, challenges long-standing assumptions about what budget laptops can achieve. Many believe that its reliance on the A18 Pro chip, adapted from Apple’s iPhone architecture, limits its capabilities. However, this device defies suc…",Geeky Gadgets,"13 Mar 2026, 13:00",https://www.geeky-gadgets.com/macbook-neo-aluminum-build/,technology,"Blush, Citrus, and Indigo: How Apple made its colorful MacBook Neolaptop feel like a Pro The MacBook Neo, priced at $600, challenges long-standing assumptions about what budget laptops can achieve. Many believe that its reliance on the A18 Pro chip, adapted from Apple’s iPhone architecture, limits its capabilities. However, this device defies suc…",blush citrus indigo apple made colorful macbook neolaptop feel like pro macbook neo priced challenges long standing assumptions budget laptops achieve many believe reliance pro chip adapted apple iphone architecture limits capabilities however device defies suc,blush citrus indigo apple made colorful macbook neolaptop feel like pro macbook neo priced challenges long standing assumptions budget laptops achieve many believe reliance pro chip adapted apple iphone architecture limits capabilities however device defies suc,Positive,0.4215,Positive,True,0.25
Top 15 setups where MacBook Pro runs the show,"We scoured the archives for the top 15 MacBook Pro setups, with an emphasis on striking aesthetics, clever engineering and smart gear choices. (via Cult of Mac - Your source for the latest Apple news, rumors, analysis, reviews, how-tos and deals.)",Cult of Mac,"13 Mar 2026, 13:00",https://www.cultofmac.com/setups/top-15-macbook-pro-setups,technology,"Top 15 setups where MacBook Pro runs the show We scoured the archives for the top 15 MacBook Pro setups, with an emphasis on striking aesthetics, clever engineering and smart gear choices. (via Cult of Mac - Your source for the latest Apple news, rumors, analysis, reviews, how-tos and deals.)",top setups macbook pro runs show scoured archives top macbook pro setups emphasis striking aesthetics clever engineering smart gear choices via cult mac source latest apple news rumors analysis reviews tos deals,top setups macbook pro runs show scoured archives top macbook pro setups emphasis striking aesthetics clever engineering smart gear choices via cult mac source latest apple news rumors analysis reviews tos deals,Positive,0.8074,Positive,True,0.3968253968253968
"Best Buy Hottest Deals: Save on Laptops, Gaming PCs, Smartwatches & Tech Essentials","If you’re hunting for the latest tech discounts, Best Buy Canada’s Top Deals page brings together some of the retailer’s hottest offers across electronics, appliances and everyday gadgets. The page highlights rotating deals on popular tech products, making it…",redflagdeals.com,"13 Mar 2026, 13:00",https://www.redflagdeals.com/deal/computers-electronics/best-buy-hottest-deals-save-on-laptops-gaming-pcs-smartwatches-tech-essentials/,technology,"Best Buy Hottest Deals: Save on Laptops, Gaming PCs, Smartwatches & Tech Essentials If you’re hunting for the latest tech discounts, Best Buy Canada’s Top Deals page brings together some of the retailer’s hottest offers across electronics, appliances and everyday gadgets. The page highlights rotating deals on popular tech products, making it…",best buy hottest deals save laptops gaming pcs smartwatches tech essentials hunting latest tech discounts best buy canada top deals page brings together retailer hottest offers across electronics appliances everyday gadgets page highlights rotating deals popular tech products making,best buy hottest deals save laptops gaming pcs smartwatches tech essentials hunting latest tech discounts best buy canada top deals page brings together retailer hottest offers across electronics appliances everyday gadgets page highlights rotating deals popular tech products making,Positive,0.9451,Positive,True,0.5
Moving From Moment.js To The JS Temporal API,"The way JavaScript handles time has evolved significantly, from the built-in `Date` API to Moment.js and now Temporal. The new standard fills gaps in the original `Date` API while addressing limitations found in Moment and other libraries. Joe Attardi shares …",Smashingmagazine.com,"13 Mar 2026, 13:00",https://www.smashingmagazine.com/2026/03/moving-from-moment-to-temporal-api/,technology,"Moving From Moment.js To The JS Temporal API The way JavaScript handles time has evolved significantly, from the built-in `Date` API to Moment.js and now Temporal. The new standard fills gaps in the original `Date` API while addressing limitations found in Moment and other libraries. Joe Attardi shares …",moving moment temporal api way javascript handles time evolved significantly built date api moment temporal new standard fills gaps original date api addressing limitations found moment libraries joe attardi shares,moving moment temporal api way javascript handles time evolved significantly built date api moment temporal new standard fills gaps original date api addressing limitations found moment libraries joe attardi shares,Positive,0.5423,Positive,True,0.2215909090909091
EXCLUSIVE: Oscars Terror Attack Alert — Conan O'Brien and A-Listers 'Quaking' Over Fears of Iran Drone Strike,Conan O'Brien and Hollywood's biggest stars are bracing for a night overshadowed by fear amid the war with Iran.,Radaronline.com,"13 Mar 2026, 13:00",https://radaronline.com/p/oscars-terror-attack-alert-iran-drone-fears-conan-obrien/,technology,EXCLUSIVE: Oscars Terror Attack Alert — Conan O'Brien and A-Listers 'Quaking' Over Fears of Iran Drone Strike Conan O'Brien and Hollywood's biggest stars are bracing for a night overshadowed by fear amid the war with Iran.,exclusive oscars terror attack alert conan brien listers quaking fears iran drone strike conan brien hollywood biggest stars bracing night overshadowed fear amid war iran,exclusive oscars terror attack alert conan brien listers quaking fears iran drone strike conan brien hollywood biggest stars bracing night overshadowed fear amid war iran,Negative,-0.9493,Neutral,True,0.0
"My Toddler Has a Better Sleep Score Than Me, and I Have the Data to Prove It","This popular wearable and baby monitor helped me view our sleep side by side, and what I learned surprised me.",CNET,"13 Mar 2026, 13:00",https://www.cnet.com/health/toddler-sleep-score-nanit-pro-smart-baby-monitor-oura-ring/,technology,"My Toddler Has a Better Sleep Score Than Me, and I Have the Data to Prove It This popular wearable and baby monitor helped me view our sleep side by side, and what I learned surprised me.",toddler better sleep score data prove popular wearable baby monitor helped view sleep side side learned surprised,toddler better sleep score data prove popular wearable baby monitor helped view sleep side side learned surprised,Positive,0.765,Positive,True,0.4000000000000001
How I turned a dusty old radio into a personal 24/7 music station,"The mission was supposed to be simple: Drive to my father-in-law’s house, head into the garage, and grab one of his spare garden hoses to replace the one I accidentally chopped in half with the lawnmower. But in the process, something boxed up on a high shelf…",PCWorld,"13 Mar 2026, 13:00",https://www.pcworld.com/article/2642617/how-i-turned-a-dusty-old-radio-into-a-personal-24-7-music-station.html,technology,"How I turned a dusty old radio into a personal 24/7 music station The mission was supposed to be simple: Drive to my father-in-law’s house, head into the garage, and grab one of his spare garden hoses to replace the one I accidentally chopped in half with the lawnmower. But in the process, something boxed up on a high shelf…",turned dusty old radio personal music station mission supposed simple drive father law house head garage grab one spare garden hoses replace one accidentally chopped half lawnmower process something boxed high shelf,turned dusty old radio personal music station mission supposed simple drive father law house head garage grab one spare garden hoses replace one accidentally chopped half lawnmower process something boxed high shelf,Negative,-0.34,Negative,True,-0.05111111111111111
"Tech in the Year 2050: What AI Means for Work, Art, and the Environment","This article appears in the new issue of DEN OF GEEK magazine. You can read all of our magazine stories here. For centuries, our ideas about the future have been shaped by science fiction. From Mary Shelley’s Frankenstein to Stanley Kubrick’s 2001: A Space Od…",Den of Geek US,"13 Mar 2026, 13:00",http://www.denofgeek.com/culture/tech-in-the-year-2050-ai-work-art-environment/,technology,"Tech in the Year 2050: What AI Means for Work, Art, and the Environment This article appears in the new issue of DEN OF GEEK magazine. You can read all of our magazine stories here. For centuries, our ideas about the future have been shaped by science fiction. From Mary Shelley’s Frankenstein to Stanley Kubrick’s 2001: A Space Od…",tech year means work art environment article appears new issue den geek magazine read magazine stories centuries ideas future shaped science fiction mary shelley frankenstein stanley kubrick space,tech year means work art environment article appears new issue den geek magazine read magazine stories centuries ideas future shaped science fiction mary shelley frankenstein stanley kubrick space,Negative,-0.2023,Positive,True,0.06818181818181818
Elon Musk’s DOGE Was a Flop,"The Wall Street Journal posted a story about a tax economist who bet his life savings ($342,000) that the DOGE cuts would have no impact on government spending. He won. His bet returned $470,000, but the Journal pointed out that he probably didn’t win much be…",Dianeravitch.net,"13 Mar 2026, 13:00",https://dianeravitch.net/2026/03/13/elon-musks-doge-was-a-flop/,technology,"Elon Musk’s DOGE Was a Flop The Wall Street Journal posted a story about a tax economist who bet his life savings ($342,000) that the DOGE cuts would have no impact on government spending. He won. His bet returned $470,000, but the Journal pointed out that he probably didn’t win much be…",elon musk doge flop wall street journal posted story tax economist bet life savings doge cuts would impact government spending bet returned journal pointed probably win much,elon musk doge flop wall street journal posted story tax economist bet life savings doge cuts would impact government spending bet returned journal pointed probably win much,Positive,0.0516,Positive,True,0.5
Will Apple’s MacBook Neo kill budget PC laptops—or save them?,"PC vendors always track Apple. Sometimes they copy. But this time around, I wonder if we’ll see PC laptops emulating the Apple MacBook Neo. Apple’s new budget laptop smashes through all current PC expectations. The news on our side keeps dropping ever-wo…",PCWorld,"13 Mar 2026, 13:00",https://www.pcworld.com/article/3087610/will-apples-macbook-neo-kill-budget-pc-laptops-or-save-them.html,technology,"Will Apple’s MacBook Neo kill budget PC laptops—or save them? PC vendors always track Apple. Sometimes they copy. But this time around, I wonder if we’ll see PC laptops emulating the Apple MacBook Neo. Apple’s new budget laptop smashes through all current PC expectations. The news on our side keeps dropping ever-wo…",apple macbook neo kill budget laptops save vendors always track apple sometimes copy time around wonder see laptops emulating apple macbook neo apple new budget laptop smashes current expectations news side keeps dropping ever,apple macbook neo kill budget laptops save vendors always track apple sometimes copy time around wonder see laptops emulating apple macbook neo apple new budget laptop smashes current expectations news side keeps dropping ever,Negative,-0.3612,Positive,True,0.06818181818181818
"OST Shareholder Alert: April 17, 2026 Lead Plaintiff Deadline in Ostin Technology Group Co., Ltd. Securities Class Action Lawsuit — The Gross Law Firm","NEW YORK, March 13, 2026 (GLOBE NEWSWIRE) -- The Gross Law Firm issues the following notice to shareholders of Ostin Technology Group Co., Ltd. (NASDAQ: OST).",GlobeNewswire,"13 Mar 2026, 13:00",https://www.globenewswire.com/news-release/2026/03/13/3255485/0/en/OST-Shareholder-Alert-April-17-2026-Lead-Plaintiff-Deadline-in-Ostin-Technology-Group-Co-Ltd-Securities-Class-Action-Lawsuit-The-Gross-Law-Firm.html,technology,"OST Shareholder Alert: April 17, 2026 Lead Plaintiff Deadline in Ostin Technology Group Co., Ltd. Securities Class Action Lawsuit — The Gross Law Firm NEW YORK, March 13, 2026 (GLOBE NEWSWIRE) -- The Gross Law Firm issues the following notice to shareholders of Ostin Technology Group Co., Ltd. (NASDAQ: OST).",ost shareholder alert april lead plaintiff deadline ostin technology group ltd securities class action lawsuit gross law firm new york march globe newswire gross law firm issues following notice shareholders ostin technology group ltd nasdaq ost,ost shareholder alert april lead plaintiff deadline ostin technology group ltd securities class action lawsuit gross law firm new york march globe newswire gross law firm issues following notice shareholders ostin technology group ltd nasdaq ost,Negative,-0.5719,Neutral,True,-0.02337662337662338
IK Multimedia update ARC On-Ear,The latest update to IK Multimedia’s ARC On-Ear system extends its functionality to an additional 12 models as well as improving the underlying technology.,Soundonsound.com,"13 Mar 2026, 13:00",https://www.soundonsound.com/news/ik-multimedia-update-arc-ear,technology,IK Multimedia update ARC On-Ear The latest update to IK Multimedia’s ARC On-Ear system extends its functionality to an additional 12 models as well as improving the underlying technology.,multimedia update arc ear latest update multimedia arc ear system extends functionality additional models well improving underlying technology,multimedia update arc ear latest update multimedia arc ear system extends functionality additional models well improving underlying technology,Positive,0.6597,Positive,True,0.5
These Sci-Fi Shows Get Better With Every Rewatch,"The X-Files, Star Trek: The Next Generation, Falling Skies, and Battlestar Galactica are some of the sci-fi shows that get better with every rewatch.",Collider.com,"13 Mar 2026, 12:59",https://collider.com/sci-fi-shows-better-with-rewatch/,technology,"These Sci-Fi Shows Get Better With Every Rewatch The X-Files, Star Trek: The Next Generation, Falling Skies, and Battlestar Galactica are some of the sci-fi shows that get better with every rewatch.",sci shows get better every rewatch files star trek next generation falling skies battlestar galactica sci shows get better every rewatch,sci shows get better every rewatch files star trek next generation falling skies battlestar galactica sci shows get better every rewatch,Positive,0.6369,Positive,True,0.3333333333333333
BMC to deploy 75 hyperlocal sensors to track Mumbai’s pollution hotspots,"MANAS system developed by IIT Kanpur will tighten monitoring grid fourfold, focus on areas such as Deonar, BKC and Malad that record consistently poor AQI",The Indian Express,"13 Mar 2026, 12:57",https://indianexpress.com/article/cities/mumbai/bmc-manas-iit-kanpur-air-quality-monitoring-sensors-deonar-andheri-pollution-10580385/,technology,"BMC to deploy 75 hyperlocal sensors to track Mumbai’s pollution hotspots MANAS system developed by IIT Kanpur will tighten monitoring grid fourfold, focus on areas such as Deonar, BKC and Malad that record consistently poor AQI",bmc deploy hyperlocal sensors track mumbai pollution hotspots manas system developed iit kanpur tighten monitoring grid fourfold focus areas deonar bkc malad record consistently poor aqi,bmc deploy hyperlocal sensors track mumbai pollution hotspots manas system developed iit kanpur tighten monitoring grid fourfold focus areas deonar bkc malad record consistently poor aqi,Negative,-0.4767,Negative,True,-0.15000000000000002
Worried AI agents will replace you? 5 ways you can turn anxiety into action at work,"The AI agents are coming, but that doesn't mean you'll lose your job. Here's how you can turn change into opportunity.",ZDNet,"13 Mar 2026, 12:57",https://www.zdnet.com/article/ai-agents-workplace-anxiety-turn-into-action/,technology,"Worried AI agents will replace you? 5 ways you can turn anxiety into action at work The AI agents are coming, but that doesn't mean you'll lose your job. Here's how you can turn change into opportunity.",worried agents replace ways turn anxiety action work agents coming mean lose job turn change opportunity,worried agents replace ways turn anxiety action work agents coming mean lose job turn change opportunity,Negative,-0.4215,Negative,True,-0.10625
How CISOs can build a truly unified and resilient security platform,"The Security Think Tank looks at platformisation, considering questions such as how CISOs can distinguish between a truly integrated platform and 'integration theater, and how to protect unified platforms.",ComputerWeekly.com,"13 Mar 2026, 12:57",https://www.computerweekly.com/opinion/How-CISOs-can-build-a-truly-unified-and-resilient-security-platform,technology,"How CISOs can build a truly unified and resilient security platform The Security Think Tank looks at platformisation, considering questions such as how CISOs can distinguish between a truly integrated platform and 'integration theater, and how to protect unified platforms.",cisos build truly unified resilient security platform security think tank looks platformisation considering questions cisos distinguish truly integrated platform integration theater protect unified platforms,cisos build truly unified resilient security platform security think tank looks platformisation considering questions cisos distinguish truly integrated platform integration theater protect unified platforms,Positive,0.9468,Neutral,True,0.0
Chitkara University at AI Impact Summit 2026: How Indian academia is contributing to the global AI conversation,"The India AI Impact Summit 2026 convened global leaders to address AI's ethical and responsible deployment. Chitkara University's active participation, including students and faculty, highlighted the critical need for universities to bridge the talent gap and…",The Times of India,"13 Mar 2026, 12:56",https://economictimes.indiatimes.com/industry/services/education/chitkara-university-at-ai-impact-summit-2026-how-indian-academia-is-contributing-to-the-global-ai-conversation/articleshow/129553734.cms,technology,"Chitkara University at AI Impact Summit 2026: How Indian academia is contributing to the global AI conversation The India AI Impact Summit 2026 convened global leaders to address AI's ethical and responsible deployment. Chitkara University's active participation, including students and faculty, highlighted the critical need for universities to bridge the talent gap and…",chitkara university impact summit indian academia contributing global conversation india impact summit convened global leaders address ethical responsible deployment chitkara university active participation including students faculty highlighted critical need universities bridge talent gap,chitkara university impact summit indian academia contributing global conversation india impact summit convened global leaders address ethical responsible deployment chitkara university active participation including students faculty highlighted critical need universities bridge talent gap,Positive,0.8316,Neutral,True,0.04444444444444445
Guy Who Thinks AI Will Put Democratic Bitches In Their Place Looks Like This,These creeps are just saying the quiet parts louder and louder.,Wonkette.com,"13 Mar 2026, 12:55",https://www.wonkette.com/p/guy-who-thinks-ai-will-put-democratic,technology,Guy Who Thinks AI Will Put Democratic Bitches In Their Place Looks Like This These creeps are just saying the quiet parts louder and louder.,guy thinks put democratic bitches place looks like creeps saying quiet parts louder louder,guy thinks put democratic bitches place looks like creeps saying quiet parts louder louder,Negative,-0.34,Neutral,True,0.0
Exchange Income Corporation Announces Closing of $600 Million Offering of Investment Grade Senior Unsecured Notes,"WINNIPEG, Manitoba — Exchange Income Corporation (TSX: EIF) (“EIC” or the “Corporation”) a diversified, acquisition-oriented company focused on opportunities in the Aerospace & Aviation and Manufacturing segments, is pleased to announce the successful closing…",Financial Post,"13 Mar 2026, 12:54",https://financialpost.com/pmn/business-wire-news-releases-pmn/exchange-income-corporation-announces-closing-of-600-million-offering-of-investment-grade-senior-unsecured-notes,technology,"Exchange Income Corporation Announces Closing of $600 Million Offering of Investment Grade Senior Unsecured Notes WINNIPEG, Manitoba — Exchange Income Corporation (TSX: EIF) (“EIC” or the “Corporation”) a diversified, acquisition-oriented company focused on opportunities in the Aerospace & Aviation and Manufacturing segments, is pleased to announce the successful closing…",exchange income corporation announces closing million offering investment grade senior unsecured notes winnipeg manitoba exchange income corporation tsx eif eic corporation diversified acquisition oriented company focused opportunities aerospace aviation manufacturing segments pleased announce successful closing,exchange income corporation announces closing million offering investment grade senior unsecured notes winnipeg manitoba exchange income corporation tsx eif eic corporation diversified acquisition oriented company focused opportunities aerospace aviation manufacturing segments pleased announce successful closing,Positive,0.8519,Positive,True,0.625
"LG’s regularly $3,000 77-inch B5 OLED TV is down at $1,400 with up to $50 bonus rewards","While the all-new 2026 G6 and C6 LG TVs have now launched, the B5 model remains a solid buy and one that nets you the LG OLED experience for a whole lot less. The 77-inch that fetches $3,000 directly from LG is now down at $1,399.99 via Best Buy where paid me…",9to5Toys,"13 Mar 2026, 12:49",http://9to5toys.com/2026/03/13/lg-77-inch-b5-oled-tv-deal/,technology,"LG’s regularly $3,000 77-inch B5 OLED TV is down at $1,400 with up to $50 bonus rewards While the all-new 2026 G6 and C6 LG TVs have now launched, the B5 model remains a solid buy and one that nets you the LG OLED experience for a whole lot less. The 77-inch that fetches $3,000 directly from LG is now down at $1,399.99 via Best Buy where paid me…",regularly inch oled bonus rewards new tvs launched model remains solid buy one nets oled experience whole lot less inch fetches directly via best buy paid,regularly inch oled bonus rewards new tvs launched model remains solid buy one nets oled experience whole lot less inch fetches directly via best buy paid,Positive,0.9169,Positive,True,0.1813852813852814
"IKKO MindOne Phone: Specs, Features, AI Tools, And Why This Tiny AI Smartphone Is Different","The IKKO MindOne phone insists on a different question about mobility. Instead of asking how big a screen can be, it asks how small a phone can get while still solving real problems. That shift matters because it reframes the smartphone from a consumption dev…",Bitrebels.com,"13 Mar 2026, 12:48",https://bitrebels.com/technology/ikko-mindone-phone-specs-features-ai-tools-and-why-this-tiny-ai-smartphone-is-different/,technology,"IKKO MindOne Phone: Specs, Features, AI Tools, And Why This Tiny AI Smartphone Is Different The IKKO MindOne phone insists on a different question about mobility. Instead of asking how big a screen can be, it asks how small a phone can get while still solving real problems. That shift matters because it reframes the smartphone from a consumption dev…",ikko mindone phone specs features tools tiny smartphone different ikko mindone phone insists different question mobility instead asking big screen asks small phone get still solving real problems shift matters reframes smartphone consumption dev,ikko mindone phone specs features tools tiny smartphone different ikko mindone phone insists different question mobility instead asking big screen asks small phone get still solving real problems shift matters reframes smartphone consumption dev,Negative,-0.0516,Neutral,True,-0.008333333333333331
God's view: the rise of AI war dashboards,"The AI dashboard shows frigates gathered around Cyprus and military planes flying towards the Gulf, where a breaking news pin alerts users to unconfirmed reports of a drone strike on Dubai.",The Times of India,"13 Mar 2026, 12:46",https://economictimes.indiatimes.com/tech/artificial-intelligence/gods-view-the-rise-of-ai-war-dashboards/articleshow/129553559.cms,technology,"God's view: the rise of AI war dashboards The AI dashboard shows frigates gathered around Cyprus and military planes flying towards the Gulf, where a breaking news pin alerts users to unconfirmed reports of a drone strike on Dubai.",god view rise war dashboards dashboard shows frigates gathered around cyprus military planes flying towards gulf breaking news pin alerts users unconfirmed reports drone strike dubai,god view rise war dashboards dashboard shows frigates gathered around cyprus military planes flying towards gulf breaking news pin alerts users unconfirmed reports drone strike dubai,Negative,-0.5859,Negative,True,-0.1
UP govt works on irrigation projects across three districts,"By utilizing pressure technology, the department intends to ensure consistent water delivery even in regions with limited availability.",The Indian Express,"13 Mar 2026, 12:45",https://indianexpress.com/article/news-today/up-govt-works-on-irrigation-projects-across-three-districts-10580327/,technology,"UP govt works on irrigation projects across three districts By utilizing pressure technology, the department intends to ensure consistent water delivery even in regions with limited availability.",govt works irrigation projects across three districts utilizing pressure technology department intends ensure consistent water delivery even regions limited availability,govt works irrigation projects across three districts utilizing pressure technology department intends ensure consistent water delivery even regions limited availability,Negative,-0.128,Positive,True,0.08928571428571429
"INMO Air 3 Review : Runs Google Apps On-Frame with XR Chip, 8GB RAM","The INMO Air 3 augmented reality glasses aim to balance advanced features with a compact design, offering a glimpse into the future of wearable AR technology. In his review, vrgamerdude highlights key aspects of the device, such as its use of waveguide optics…",Geeky Gadgets,"13 Mar 2026, 12:45",https://www.geeky-gadgets.com/inmo-air-3-waveguide-display/,technology,"INMO Air 3 Review : Runs Google Apps On-Frame with XR Chip, 8GB RAM The INMO Air 3 augmented reality glasses aim to balance advanced features with a compact design, offering a glimpse into the future of wearable AR technology. In his review, vrgamerdude highlights key aspects of the device, such as its use of waveguide optics…",inmo air review runs google apps frame chip ram inmo air augmented reality glasses aim balance advanced features compact design offering glimpse future wearable technology review vrgamerdude highlights key aspects device use waveguide optics,inmo air review runs google apps frame chip ram inmo air augmented reality glasses aim balance advanced features compact design offering glimpse future wearable technology review vrgamerdude highlights key aspects device use waveguide optics,Positive,0.25,Positive,True,0.13333333333333333
